# `Flank`: The 5' or 3' sequence of IS mapped to MDS42; `Clustered_Locus`: The ID of the locus where the IS is mapped to identify flanking sequences that are inserted to identical locus with only < 20 bp gap; `matched_row.XX`: Matched position is found in XX generation. IF NA, no match is found.
Line,Gen,IS_ID,IS_strand,Flank,Pos,Clustered_Locus,New,Simple,matched_row.prev,matched_row.facs
L03-4,FACS,1,FALSE,f,1106900,2,New,Simple,NA,257
L03-4,FACS,2,FALSE,r,1272612,4,Preexisting,Complex,NA,259
L03-4,FACS,2,FALSE,f,1275700,6,Preexisting,Complex,NA,260
L03-4,FACS,3,FALSE,r,1659926,11,New,Complex,NA,261
L03-4,FACS,3,FALSE,f,1661450,7,New,Complex,NA,262
L03-4,FACS,4,FALSE,r,1865180,9,New,Complex,NA,263
L03-4,FACS,4,FALSE,f,1922622,8,New,Complex,NA,264
L03-4,FACS,5,FALSE,r,2560918,13,New,Complex,NA,265
L03-4,FACS,5,FALSE,f,2561812,12,New,Complex,NA,266
L03-4,FACS,6,TRUE,f,2620907,14,New,Complex,NA,267
L03-4,FACS,6,TRUE,r,2621055,10,New,Complex,NA,268
L03-4,FACS,7,TRUE,f,3459894,5,New,Complex,NA,269
L03-4,FACS,7,FALSE,r,3921592,1,New,Complex,NA,270
L03-4,FACS,8,TRUE,r,3461121,3,New,Complex,NA,271
L03-4,FACS,8,FALSE,f,3921581,1,New,Complex,NA,270
L03-4,MA08,0,FALSE,r,26901,6,New,Simple,NA,NA
L03-4,MA08,0,FALSE,f,26889,6,New,Simple,NA,NA
L03-4,MA08,1,TRUE,f,207976,0,New,Simple,705,1299
L03-4,MA08,1,TRUE,r,207963,0,New,Simple,705,1299
L03-4,MA08,2,TRUE,f,349695,1,New,Simple,NA,NA
L03-4,MA08,2,TRUE,r,349682,1,New,Simple,NA,NA
L03-4,MA08,3,FALSE,r,1106913,15,New,Simple,707,1301
L03-4,MA08,3,FALSE,f,1106900,15,New,Simple,707,1301
L03-4,MA08,4,FALSE,r,1145157,19,New,Simple,NA,NA
L03-4,MA08,4,FALSE,f,1145144,19,New,Simple,NA,NA
L03-4,MA08,5,FALSE,r,1272612,22,Preexisting,Complex,709,1303
L03-4,MA08,5,FALSE,f,1275700,12,Preexisting,Complex,710,1304
L03-4,MA08,6,FALSE,r,1659926,23,New,Complex,711,1305
L03-4,MA08,6,FALSE,f,1661450,18,New,Complex,712,1306
L03-4,MA08,7,FALSE,r,1723753,21,New,Simple,NA,NA
L03-4,MA08,7,FALSE,f,1723740,21,New,Simple,NA,NA
L03-4,MA08,8,FALSE,r,1865180,17,New,Complex,713,1307
L03-4,MA08,8,FALSE,f,1922622,14,New,Complex,714,1308
L03-4,MA08,9,TRUE,f,1980331,7,New,Simple,NA,NA
L03-4,MA08,9,TRUE,r,1980318,7,New,Simple,NA,NA
L03-4,MA08,10,FALSE,r,2051960,9,New,Simple,NA,NA
L03-4,MA08,10,FALSE,f,2051947,9,New,Simple,NA,NA
L03-4,MA08,11,TRUE,f,2075161,10,New,Simple,NA,NA
L03-4,MA08,11,TRUE,r,2075148,10,New,Simple,NA,NA
L03-4,MA08,12,TRUE,f,2086042,13,New,Simple,NA,NA
L03-4,MA08,12,TRUE,r,2086030,13,New,Simple,NA,NA
L03-4,MA08,13,FALSE,r,2263648,3,New,Simple,NA,NA
L03-4,MA08,13,FALSE,f,2263635,3,New,Simple,NA,NA
L03-4,MA08,14,FALSE,r,2560918,25,New,Complex,715,1309
L03-4,MA08,14,FALSE,f,2561812,8,New,Complex,716,1310
L03-4,MA08,15,TRUE,f,2620907,26,New,Complex,717,1311
L03-4,MA08,15,TRUE,r,2621055,20,New,Complex,718,1312
L03-4,MA08,16,TRUE,f,2668359,4,New,Simple,NA,NA
L03-4,MA08,16,TRUE,r,2621055,20,New,Complex,718,1312
L03-4,MA08,17,TRUE,f,2668359,4,New,Simple,NA,NA
L03-4,MA08,17,TRUE,r,2668346,4,New,Simple,NA,NA
L03-4,MA08,18,TRUE,f,3004036,5,New,Simple,NA,NA
L03-4,MA08,18,TRUE,r,3004023,5,New,Simple,NA,NA
L03-4,MA08,19,FALSE,r,3324419,2,New,Simple,NA,NA
L03-4,MA08,19,FALSE,f,3324406,2,New,Simple,NA,NA
L03-4,MA08,20,TRUE,f,3459894,24,New,Complex,719,1313
L03-4,MA08,20,FALSE,r,3921592,11,New,Complex,720,1314
L03-4,MA08,21,TRUE,r,3461121,16,New,Complex,721,1315
L03-4,MA08,21,FALSE,f,3921581,11,New,Complex,720,1314
L03-4,MA20,0,FALSE,r,26901,27,New,Simple,723,NA
L03-4,MA20,0,FALSE,f,26889,27,New,Simple,723,NA
L03-4,MA20,1,TRUE,f,207976,8,New,Simple,725,2343
L03-4,MA20,1,TRUE,r,207963,8,New,Simple,725,2343
L03-4,MA20,2,TRUE,f,349695,12,New,Simple,727,NA
L03-4,MA20,2,TRUE,r,349682,12,New,Simple,727,NA
L03-4,MA20,3,TRUE,f,578140,19,New,Simple,NA,NA
L03-4,MA20,3,TRUE,r,578127,19,New,Simple,NA,NA
L03-4,MA20,4,TRUE,f,791250,11,New,Simple,NA,NA
L03-4,MA20,4,TRUE,r,791237,11,New,Simple,NA,NA
L03-4,MA20,5,FALSE,r,1145157,15,New,Simple,731,NA
L03-4,MA20,5,FALSE,f,1145144,15,New,Simple,731,NA
L03-4,MA20,6,FALSE,r,1272612,29,Preexisting,Complex,733,2347
L03-4,MA20,6,FALSE,f,1275700,22,Preexisting,Complex,734,2348
L03-4,MA20,7,FALSE,r,1659926,30,New,Complex,735,2349
L03-4,MA20,7,FALSE,f,1661450,26,New,Complex,736,2350
L03-4,MA20,8,FALSE,r,1723753,20,New,Simple,737,NA
L03-4,MA20,8,FALSE,f,1723740,20,New,Simple,737,NA
L03-4,MA20,9,FALSE,r,1803741,33,New,Complex,NA,NA
L03-4,MA20,9,FALSE,f,1922622,24,New,Complex,740,2352
L03-4,MA20,10,TRUE,f,1980331,9,New,Simple,741,NA
L03-4,MA20,10,TRUE,r,1980318,9,New,Simple,741,NA
L03-4,MA20,11,FALSE,r,2051960,5,New,Simple,743,NA
L03-4,MA20,11,FALSE,f,2051947,5,New,Simple,743,NA
L03-4,MA20,12,TRUE,f,2075161,28,New,Simple,745,NA
L03-4,MA20,12,TRUE,r,2075148,28,New,Simple,745,NA
L03-4,MA20,13,TRUE,f,2086042,14,New,Simple,747,NA
L03-4,MA20,13,TRUE,r,2086031,14,New,Simple,747,NA
L03-4,MA20,14,FALSE,r,2263648,7,New,Simple,749,NA
L03-4,MA20,14,FALSE,f,2263635,7,New,Simple,749,NA
L03-4,MA20,15,FALSE,r,2379105,3,New,Simple,NA,NA
L03-4,MA20,15,FALSE,f,2379092,3,New,Simple,NA,NA
L03-4,MA20,16,TRUE,f,2477024,18,New,Simple,NA,NA
L03-4,MA20,16,TRUE,r,2477012,18,New,Simple,NA,NA
L03-4,MA20,17,FALSE,r,2560918,32,New,Complex,751,2353
L03-4,MA20,17,FALSE,f,2561812,25,New,Complex,752,2354
L03-4,MA20,18,TRUE,f,2620907,16,New,Complex,753,2355
L03-4,MA20,18,TRUE,r,2621055,17,New,Complex,754,2356
L03-4,MA20,19,TRUE,f,2668359,0,New,Simple,755,NA
L03-4,MA20,19,TRUE,r,2621055,17,New,Complex,754,2356
L03-4,MA20,20,TRUE,f,2668359,0,New,Simple,755,NA
L03-4,MA20,20,TRUE,r,2621055,17,New,Complex,754,2356
L03-4,MA20,21,TRUE,f,2668359,0,New,Simple,755,NA
L03-4,MA20,21,TRUE,r,2668343,0,New,Simple,755,NA
L03-4,MA20,22,TRUE,f,2871714,4,New,Simple,NA,NA
L03-4,MA20,22,TRUE,r,2871701,4,New,Simple,NA,NA
L03-4,MA20,23,TRUE,f,2941394,1,New,Simple,NA,NA
L03-4,MA20,23,TRUE,r,2941381,1,New,Simple,NA,NA
L03-4,MA20,24,FALSE,r,3141506,13,New,Simple,NA,NA
L03-4,MA20,24,FALSE,f,3141493,13,New,Simple,NA,NA
L03-4,MA20,25,FALSE,r,3157115,10,New,Simple,NA,NA
L03-4,MA20,25,FALSE,f,3157103,10,New,Simple,NA,NA
L03-4,MA20,26,FALSE,r,3324419,6,New,Simple,761,NA
L03-4,MA20,26,FALSE,f,3324406,6,New,Simple,761,NA
L03-4,MA20,27,TRUE,f,3459894,31,New,Complex,763,2357
L03-4,MA20,27,FALSE,r,3921592,21,New,Complex,764,2358
L03-4,MA20,28,TRUE,r,3781189,2,New,Simple,NA,NA
L03-4,MA20,28,TRUE,f,3781202,2,New,Simple,NA,NA
L03-4,MA20,29,TRUE,r,3461121,23,New,Complex,765,2359
L03-4,MA20,29,FALSE,f,3921581,21,New,Complex,764,2358
L04-1,FACS,0,TRUE,f,118472,4,New,Simple,NA,273
L04-1,FACS,0,TRUE,r,118460,4,New,Simple,NA,273
L04-1,FACS,1,FALSE,r,357369,10,New,Complex,NA,275
L04-1,FACS,1,FALSE,f,384723,14,New,Complex,NA,276
L04-1,FACS,2,FALSE,r,512116,9,New,Complex,NA,277
L04-1,FACS,2,FALSE,f,512507,16,New,Complex,NA,278
L04-1,FACS,3,FALSE,r,617006,5,New,Simple,NA,279
L04-1,FACS,3,FALSE,f,616993,5,New,Simple,NA,279
L04-1,FACS,4,FALSE,r,789918,3,New,Simple,NA,281
L04-1,FACS,4,FALSE,f,789905,3,New,Simple,NA,281
L04-1,FACS,5,FALSE,r,1085726,6,New,Simple,NA,283
L04-1,FACS,5,FALSE,f,1085713,6,New,Simple,NA,283
L04-1,FACS,6,FALSE,r,1272612,15,Preexisting,Complex,NA,285
L04-1,FACS,6,FALSE,f,1275700,12,Preexisting,Complex,NA,286
L04-1,FACS,7,TRUE,f,1438513,8,New,Simple,NA,287
L04-1,FACS,7,TRUE,r,1438500,8,New,Simple,NA,287
L04-1,FACS,8,TRUE,f,1957374,2,New,Simple,NA,289
L04-1,FACS,8,TRUE,r,1957361,2,New,Simple,NA,289
L04-1,FACS,9,TRUE,f,2243180,13,New,Simple,NA,291
L04-1,FACS,9,TRUE,r,2243168,13,New,Simple,NA,291
L04-1,FACS,10,FALSE,r,2318681,1,New,Simple,NA,293
L04-1,FACS,10,FALSE,f,2318668,1,New,Simple,NA,293
L04-1,FACS,11,TRUE,f,2430725,0,New,Simple,NA,295
L04-1,FACS,11,TRUE,r,2430712,0,New,Simple,NA,295
L04-1,FACS,12,FALSE,r,3037901,11,New,Simple,NA,297
L04-1,FACS,12,FALSE,f,3037889,11,New,Simple,NA,297
L04-1,FACS,13,TRUE,f,3617417,7,New,Simple,NA,299
L04-1,FACS,13,TRUE,r,3617413,7,New,Simple,NA,299
L04-1,MA08,0,TRUE,f,59448,9,New,Simple,NA,NA
L04-1,MA08,0,FALSE,r,3944671,7,New,Complex,NA,NA
L04-1,MA08,1,FALSE,f,3688026,1,New,Simple,NA,NA
L04-1,MA08,1,FALSE,r,3688039,1,New,Simple,NA,NA
L04-1,MA08,2,TRUE,r,3671509,2,New,Simple,NA,NA
L04-1,MA08,2,TRUE,f,3671522,2,New,Simple,NA,NA
L04-1,MA08,3,TRUE,r,3617412,15,New,Complex,793,1343
L04-1,MA08,3,TRUE,f,3613951,24,New,Complex,NA,NA
L04-1,MA08,4,FALSE,f,3211678,23,New,Complex,NA,NA
L04-1,MA08,4,FALSE,r,3210787,27,New,Complex,NA,NA
L04-1,MA08,5,FALSE,f,3037888,11,New,Complex,791,1341
L04-1,MA08,5,FALSE,r,3014785,22,New,Complex,NA,NA
L04-1,MA08,6,FALSE,f,2669042,4,New,Simple,NA,NA
L04-1,MA08,6,FALSE,r,2669055,4,New,Simple,NA,NA
L04-1,MA08,7,TRUE,r,2430711,6,New,Simple,789,1339
L04-1,MA08,7,TRUE,f,2430724,6,New,Simple,789,1339
L04-1,MA08,8,FALSE,f,2318667,0,New,Complex,787,1337
L04-1,MA08,8,TRUE,r,2243168,16,New,Complex,785,1335
L04-1,MA08,9,FALSE,r,2318681,0,New,Complex,787,1337
L04-1,MA08,9,TRUE,f,2243179,16,New,Complex,785,1335
L04-1,MA08,10,TRUE,r,2078399,5,New,Simple,NA,NA
L04-1,MA08,10,TRUE,f,2078412,5,New,Simple,NA,NA
L04-1,MA08,11,TRUE,r,1957360,14,New,Complex,783,1333
L04-1,MA08,11,TRUE,f,1956198,26,New,Complex,NA,NA
L04-1,MA08,12,TRUE,r,1438499,10,New,Simple,781,1331
L04-1,MA08,12,TRUE,f,1438512,10,New,Simple,781,1331
L04-1,MA08,13,FALSE,f,1275699,13,Preexisting,Complex,780,1330
L04-1,MA08,13,FALSE,r,1272611,25,Preexisting,Complex,779,1329
L04-1,MA08,14,FALSE,f,789904,8,New,Simple,775,1325
L04-1,MA08,14,FALSE,r,789917,8,New,Simple,775,1325
L04-1,MA08,15,FALSE,f,735577,12,New,Simple,NA,NA
L04-1,MA08,15,FALSE,r,735590,12,New,Simple,NA,NA
L04-1,MA08,16,FALSE,f,616992,3,New,Simple,773,1323
L04-1,MA08,16,FALSE,r,617005,3,New,Simple,773,1323
L04-1,MA08,17,FALSE,f,512506,28,New,Complex,772,1322
L04-1,MA08,17,FALSE,r,512115,20,New,Complex,771,1321
L04-1,MA08,18,FALSE,f,384722,21,New,Complex,770,1320
L04-1,MA08,18,FALSE,r,356715,19,New,Complex,NA,NA
L04-1,MA08,19,TRUE,r,118459,17,New,Simple,767,1317
L04-1,MA08,19,TRUE,f,118471,17,New,Simple,767,1317
L04-1,MA08,20,TRUE,r,59434,9,New,Simple,NA,NA
L04-1,MA08,20,TRUE,f,59447,9,New,Simple,NA,NA
L04-1,MA08,21,TRUE,r,24529,18,New,Complex,NA,NA
L04-1,MA08,21,FALSE,f,3944659,7,New,Complex,NA,NA
L04-1,MA20,0,TRUE,f,118472,24,New,Complex,833,2361
L04-1,MA20,0,TRUE,r,118820,34,New,Complex,NA,NA
L04-1,MA20,1,FALSE,r,355983,22,New,Complex,NA,NA
L04-1,MA20,1,FALSE,f,384723,23,New,Complex,831,2364
L04-1,MA20,2,FALSE,r,509883,26,New,Complex,NA,NA
L04-1,MA20,2,FALSE,f,512507,30,New,Complex,829,2366
L04-1,MA20,3,FALSE,r,617006,7,New,Simple,827,2367
L04-1,MA20,3,FALSE,f,616993,7,New,Simple,827,2367
L04-1,MA20,4,FALSE,r,735591,2,New,Simple,825,NA
L04-1,MA20,4,FALSE,f,735578,2,New,Simple,825,NA
L04-1,MA20,5,FALSE,r,789918,10,New,Simple,823,2369
L04-1,MA20,5,FALSE,f,789905,10,New,Simple,823,2369
L04-1,MA20,6,TRUE,f,868564,9,New,Simple,NA,NA
L04-1,MA20,6,TRUE,r,868551,9,New,Simple,NA,NA
L04-1,MA20,7,FALSE,r,1085725,15,New,Simple,NA,2371
L04-1,MA20,7,FALSE,f,1085713,15,New,Simple,NA,2371
L04-1,MA20,8,FALSE,r,1272612,14,Preexisting,Complex,822,2373
L04-1,MA20,8,FALSE,f,1275700,16,Preexisting,Complex,821,2374
L04-1,MA20,9,TRUE,f,1438513,21,New,Simple,819,2375
L04-1,MA20,9,TRUE,r,1438500,21,New,Simple,819,2375
L04-1,MA20,10,TRUE,f,1576634,6,New,Simple,NA,NA
L04-1,MA20,10,TRUE,r,1576621,6,New,Simple,NA,NA
L04-1,MA20,11,TRUE,f,1956199,31,New,Complex,818,NA
L04-1,MA20,11,TRUE,r,1957361,19,New,Complex,817,2377
L04-1,MA20,12,TRUE,f,1976709,13,New,Complex,NA,NA
L04-1,MA20,12,TRUE,r,1957361,19,New,Complex,817,2377
L04-1,MA20,13,TRUE,f,1976709,13,New,Complex,NA,NA
L04-1,MA20,13,TRUE,r,1957361,19,New,Complex,817,2377
L04-1,MA20,14,TRUE,f,1976709,13,New,Complex,NA,NA
L04-1,MA20,14,TRUE,r,1980660,17,New,Complex,NA,NA
L04-1,MA20,15,TRUE,f,2078413,0,New,Simple,815,NA
L04-1,MA20,15,TRUE,r,2078399,0,New,Simple,815,NA
L04-1,MA20,16,TRUE,f,2243180,4,New,Complex,812,2379
L04-1,MA20,16,FALSE,r,2301509,25,New,Complex,NA,NA
L04-1,MA20,17,TRUE,r,2243167,4,New,Complex,812,2379
L04-1,MA20,17,FALSE,f,2318668,29,New,Complex,811,2381
L04-1,MA20,18,TRUE,f,2430725,3,New,Simple,809,2383
L04-1,MA20,18,TRUE,r,2430712,3,New,Simple,809,2383
L04-1,MA20,19,FALSE,r,2669056,33,New,Complex,807,NA
L04-1,MA20,19,FALSE,f,2669627,27,New,Complex,NA,NA
L04-1,MA20,20,FALSE,r,3037901,8,New,Simple,805,2385
L04-1,MA20,20,FALSE,f,3037889,8,New,Simple,805,2385
L04-1,MA20,21,TRUE,f,3119378,12,New,Complex,NA,NA
L04-1,MA20,21,TRUE,r,3124571,11,New,Complex,NA,NA
L04-1,MA20,22,FALSE,r,3210787,32,New,Complex,804,NA
L04-1,MA20,22,FALSE,f,3211679,18,New,Complex,803,NA
L04-1,MA20,23,TRUE,f,3326821,1,New,Simple,NA,NA
L04-1,MA20,23,TRUE,r,3326808,1,New,Simple,NA,NA
L04-1,MA20,24,TRUE,f,3613952,28,New,Complex,802,NA
L04-1,MA20,24,TRUE,r,3617413,20,New,Complex,801,2387
L04-1,MA20,25,TRUE,f,3653890,5,New,Simple,NA,NA
L04-1,MA20,25,TRUE,r,3653878,5,New,Simple,NA,NA
L04-2,FACS,0,TRUE,f,118472,4,New,Simple,NA,301
L04-2,FACS,0,TRUE,r,118460,4,New,Simple,NA,301
L04-2,FACS,1,FALSE,r,357369,10,New,Complex,NA,303
L04-2,FACS,1,FALSE,f,384723,14,New,Complex,NA,304
L04-2,FACS,2,FALSE,r,512116,9,New,Complex,NA,305
L04-2,FACS,2,FALSE,f,512507,16,New,Complex,NA,306
L04-2,FACS,3,FALSE,r,617006,5,New,Simple,NA,307
L04-2,FACS,3,FALSE,f,616993,5,New,Simple,NA,307
L04-2,FACS,4,FALSE,r,789918,3,New,Simple,NA,309
L04-2,FACS,4,FALSE,f,789905,3,New,Simple,NA,309
L04-2,FACS,5,FALSE,r,1085726,6,New,Simple,NA,311
L04-2,FACS,5,FALSE,f,1085713,6,New,Simple,NA,311
L04-2,FACS,6,FALSE,r,1272612,15,Preexisting,Complex,NA,313
L04-2,FACS,6,FALSE,f,1275700,12,Preexisting,Complex,NA,314
L04-2,FACS,7,TRUE,f,1438513,8,New,Simple,NA,315
L04-2,FACS,7,TRUE,r,1438500,8,New,Simple,NA,315
L04-2,FACS,8,TRUE,f,1957374,2,New,Simple,NA,317
L04-2,FACS,8,TRUE,r,1957361,2,New,Simple,NA,317
L04-2,FACS,9,TRUE,f,2243180,13,New,Simple,NA,319
L04-2,FACS,9,TRUE,r,2243168,13,New,Simple,NA,319
L04-2,FACS,10,FALSE,r,2318681,1,New,Simple,NA,321
L04-2,FACS,10,FALSE,f,2318668,1,New,Simple,NA,321
L04-2,FACS,11,TRUE,f,2430725,0,New,Simple,NA,323
L04-2,FACS,11,TRUE,r,2430712,0,New,Simple,NA,323
L04-2,FACS,12,FALSE,r,3037901,11,New,Simple,NA,325
L04-2,FACS,12,FALSE,f,3037889,11,New,Simple,NA,325
L04-2,FACS,13,TRUE,f,3617417,7,New,Simple,NA,327
L04-2,FACS,13,TRUE,r,3617413,7,New,Simple,NA,327
L04-2,MA08,0,TRUE,f,116148,18,New,Complex,NA,NA
L04-2,MA08,0,TRUE,r,118460,23,New,Complex,839,1345
L04-2,MA08,1,FALSE,r,357369,14,New,Complex,841,1347
L04-2,MA08,1,FALSE,f,384723,17,New,Complex,842,1348
L04-2,MA08,2,FALSE,r,511582,19,New,Complex,NA,NA
L04-2,MA08,2,FALSE,f,512507,25,New,Complex,844,1350
L04-2,MA08,3,FALSE,r,617006,2,New,Simple,845,1351
L04-2,MA08,3,FALSE,f,616993,2,New,Simple,845,1351
L04-2,MA08,4,FALSE,r,789918,22,New,Complex,847,1353
L04-2,MA08,4,FALSE,f,790319,27,New,Complex,NA,NA
L04-2,MA08,5,FALSE,r,1085726,4,New,Simple,849,1355
L04-2,MA08,5,FALSE,f,1085713,4,New,Simple,849,1355
L04-2,MA08,6,TRUE,f,1253519,5,New,Simple,NA,NA
L04-2,MA08,6,TRUE,r,1253506,5,New,Simple,NA,NA
L04-2,MA08,7,FALSE,r,1272612,10,Preexisting,Complex,851,1357
L04-2,MA08,7,FALSE,f,1275700,16,Preexisting,Complex,852,1358
L04-2,MA08,8,TRUE,f,1438513,9,New,Simple,853,1359
L04-2,MA08,8,TRUE,r,1438500,9,New,Simple,853,1359
L04-2,MA08,9,FALSE,r,1710617,6,New,Simple,NA,NA
L04-2,MA08,9,FALSE,f,1710604,6,New,Simple,NA,NA
L04-2,MA08,10,TRUE,f,1957374,7,New,Simple,855,1361
L04-2,MA08,10,TRUE,r,1957361,7,New,Simple,855,1361
L04-2,MA08,11,FALSE,r,2213147,26,New,Complex,NA,NA
L04-2,MA08,11,FALSE,f,2213686,15,New,Complex,NA,NA
L04-2,MA08,12,TRUE,f,2243180,11,New,Simple,857,1363
L04-2,MA08,12,TRUE,r,2243168,11,New,Simple,857,1363
L04-2,MA08,13,FALSE,r,2318681,3,New,Simple,859,1365
L04-2,MA08,13,FALSE,f,2318668,3,New,Simple,859,1365
L04-2,MA08,14,FALSE,r,2420940,1,New,Simple,NA,NA
L04-2,MA08,14,FALSE,f,2420927,1,New,Simple,NA,NA
L04-2,MA08,15,TRUE,f,2430725,24,New,Complex,861,1367
L04-2,MA08,15,TRUE,r,2431654,13,New,Complex,NA,NA
L04-2,MA08,16,FALSE,r,3037901,21,New,Complex,863,1369
L04-2,MA08,16,FALSE,f,3041968,8,New,Complex,NA,NA
L04-2,MA08,17,TRUE,f,3364068,0,New,Simple,NA,NA
L04-2,MA08,17,TRUE,r,3364055,0,New,Simple,NA,NA
L04-2,MA08,18,TRUE,f,3607878,20,New,Complex,NA,NA
L04-2,MA08,18,TRUE,r,3617413,12,New,Complex,865,1371
L04-2,MA20,0,TRUE,f,116148,39,New,Complex,867,NA
L04-2,MA20,0,TRUE,r,118460,37,New,Complex,868,2389
L04-2,MA20,1,TRUE,f,296550,33,New,Complex,NA,NA
L04-2,MA20,1,TRUE,r,326270,22,New,Complex,NA,NA
L04-2,MA20,2,FALSE,r,349923,28,New,Complex,NA,NA
L04-2,MA20,2,FALSE,f,386087,23,New,Complex,NA,NA
L04-2,MA20,3,FALSE,r,511582,24,New,Complex,871,NA
L04-2,MA20,3,FALSE,f,512507,40,New,Complex,872,2394
L04-2,MA20,4,FALSE,r,617006,3,New,Simple,873,2395
L04-2,MA20,4,FALSE,f,616993,3,New,Simple,873,2395
L04-2,MA20,5,FALSE,r,789918,38,New,Complex,875,2397
L04-2,MA20,5,FALSE,f,790319,42,New,Complex,876,NA
L04-2,MA20,6,FALSE,r,1082546,27,New,Complex,NA,NA
L04-2,MA20,6,FALSE,f,1085713,35,New,Complex,877,2399
L04-2,MA20,7,FALSE,r,1209758,13,New,Complex,NA,NA
L04-2,MA20,7,FALSE,f,1211245,18,New,Complex,NA,NA
L04-2,MA20,8,TRUE,f,1253519,12,New,Simple,879,NA
L04-2,MA20,8,TRUE,r,1253506,12,New,Simple,879,NA
L04-2,MA20,9,FALSE,r,1272612,36,Preexisting,Complex,881,2401
L04-2,MA20,9,TRUE,f,1438512,17,New,Complex,883,2403
L04-2,MA20,10,FALSE,f,1275699,21,Preexisting,Complex,882,2402
L04-2,MA20,10,TRUE,r,1438500,17,New,Complex,883,2403
L04-2,MA20,11,FALSE,r,1710617,9,New,Simple,885,NA
L04-2,MA20,11,FALSE,f,1710604,9,New,Simple,885,NA
L04-2,MA20,12,TRUE,f,1957374,7,New,Simple,887,2405
L04-2,MA20,12,TRUE,r,1957361,7,New,Simple,887,2405
L04-2,MA20,13,TRUE,f,2152009,10,New,Simple,NA,NA
L04-2,MA20,13,TRUE,r,2151996,10,New,Simple,NA,NA
L04-2,MA20,14,FALSE,r,2213147,19,New,Complex,889,NA
L04-2,MA20,14,FALSE,f,2213686,26,New,Complex,890,NA
L04-2,MA20,15,TRUE,f,2243180,41,New,Complex,891,2407
L04-2,MA20,15,FALSE,r,2318680,20,New,Complex,893,2409
L04-2,MA20,16,TRUE,r,2243713,31,New,Complex,NA,NA
L04-2,MA20,16,FALSE,f,2318668,20,New,Complex,893,2409
L04-2,MA20,17,FALSE,r,2420940,0,New,Complex,895,NA
L04-2,MA20,17,TRUE,f,2430724,32,New,Complex,897,2411
L04-2,MA20,18,FALSE,f,2420926,0,New,Complex,895,NA
L04-2,MA20,18,TRUE,r,2440498,30,New,Complex,NA,NA
L04-2,MA20,19,FALSE,r,2673345,4,New,Simple,NA,NA
L04-2,MA20,19,FALSE,f,2673332,4,New,Simple,NA,NA
L04-2,MA20,20,TRUE,f,2762145,8,New,Simple,NA,NA
L04-2,MA20,20,TRUE,r,2762132,8,New,Simple,NA,NA
L04-2,MA20,21,FALSE,r,2992045,5,New,Simple,NA,NA
L04-2,MA20,21,FALSE,f,2992032,5,New,Simple,NA,NA
L04-2,MA20,22,TRUE,f,3022586,29,New,Complex,NA,NA
L04-2,MA20,22,TRUE,r,3041968,15,New,Complex,900,NA
L04-2,MA20,23,TRUE,f,3364068,1,New,Simple,901,NA
L04-2,MA20,23,TRUE,r,3364055,1,New,Simple,901,NA
L04-2,MA20,24,FALSE,r,3469259,2,New,Simple,NA,NA
L04-2,MA20,24,FALSE,f,3469246,2,New,Simple,NA,NA
L04-2,MA20,25,TRUE,f,3607878,34,New,Complex,903,NA
L04-2,MA20,25,TRUE,r,3617413,14,New,Complex,904,2415
L04-2,MA20,26,TRUE,f,3761095,16,New,Complex,NA,NA
L04-2,MA20,26,TRUE,r,3765227,6,New,Complex,NA,NA
L04-2,MA20,27,TRUE,f,3897639,11,New,Complex,NA,NA
L04-2,MA20,27,TRUE,r,3930466,25,New,Complex,NA,NA
L04-3,FACS,0,TRUE,f,118472,4,New,Simple,NA,329
L04-3,FACS,0,TRUE,r,118460,4,New,Simple,NA,329
L04-3,FACS,1,FALSE,r,357369,10,New,Complex,NA,331
L04-3,FACS,1,FALSE,f,384723,14,New,Complex,NA,332
L04-3,FACS,2,FALSE,r,512116,9,New,Complex,NA,333
L04-3,FACS,2,FALSE,f,512507,16,New,Complex,NA,334
L04-3,FACS,3,FALSE,r,617006,5,New,Simple,NA,335
L04-3,FACS,3,FALSE,f,616993,5,New,Simple,NA,335
L04-3,FACS,4,FALSE,r,789918,3,New,Simple,NA,337
L04-3,FACS,4,FALSE,f,789905,3,New,Simple,NA,337
L04-3,FACS,5,FALSE,r,1085726,6,New,Simple,NA,339
L04-3,FACS,5,FALSE,f,1085713,6,New,Simple,NA,339
L04-3,FACS,6,FALSE,r,1272612,15,Preexisting,Complex,NA,341
L04-3,FACS,6,FALSE,f,1275700,12,Preexisting,Complex,NA,342
L04-3,FACS,7,TRUE,f,1438513,8,New,Simple,NA,343
L04-3,FACS,7,TRUE,r,1438500,8,New,Simple,NA,343
L04-3,FACS,8,TRUE,f,1957374,2,New,Simple,NA,345
L04-3,FACS,8,TRUE,r,1957361,2,New,Simple,NA,345
L04-3,FACS,9,TRUE,f,2243180,13,New,Simple,NA,347
L04-3,FACS,9,TRUE,r,2243168,13,New,Simple,NA,347
L04-3,FACS,10,FALSE,r,2318681,1,New,Simple,NA,349
L04-3,FACS,10,FALSE,f,2318668,1,New,Simple,NA,349
L04-3,FACS,11,TRUE,f,2430725,0,New,Simple,NA,351
L04-3,FACS,11,TRUE,r,2430712,0,New,Simple,NA,351
L04-3,FACS,12,FALSE,r,3037901,11,New,Simple,NA,353
L04-3,FACS,12,FALSE,f,3037889,11,New,Simple,NA,353
